Feature,UserStory,SubTask,SubTaskName,Team,Folder,FilePath,FileType,Generated,Status,Notes
F-04-06,US-067,ST-US067-FE-01,Implement VerifiedResponseView component UI,FE,tests/frontend,frontend/tests/frontend/components/verification/VerifiedResponseView.test.tsx,typescript,YES,Done,
F-04-06,US-068,ST-US068-BE-01,Implement API endpoint in VerifiedResponseService,BE,backend/controller,backend/controller/verified-response.controller.ts,typescript,YES,Done,
F-04-06,US-068,ST-US068-BE-01,Implement API endpoint in VerifiedResponseService,BE,backend/dto,backend/dto/verified-response.dto.ts,typescript,YES,Done,
F-04-06,US-068,ST-US068-BE-01,Implement API endpoint in VerifiedResponseService,BE,backend/service,backend/service/verified-response.service.ts,typescript,YES,Done,
F-04-06,US-068,ST-US068-BE-02,Implement data access for ResearchVerification and Professional tables,BE,backend/entities,backend/entities/professional.entity.ts,typescript,YES,Done,
F-04-06,US-068,ST-US068-BE-02,Implement data access for ResearchVerification and Professional tables,BE,backend/entities,backend/entities/research-verification.entity.ts,typescript,YES,Done,
F-04-06,US-068,ST-US068-BE-02,Implement data access for ResearchVerification and Professional tables,BE,backend/service,backend/service/research-verification.repository.ts,typescript,YES,Done,
F-04-06,US-068,ST-US068-BE-02,Implement data access for ResearchVerification and Professional tables,BE,database/migrations,database/migrations/041_create_research_verification.sql,sql,YES,Done,
F-04-06,US-068,ST-US068-BE-02,Implement data access for ResearchVerification and Professional tables,BE,database/migrations,database/migrations/042_create_professional.sql,sql,YES,Done,
F-04-06,US-068,ST-US068-BE-04,Write unit and integration tests for API endpoint,BE,tests/backend,backend/tests/service/verified-response.service.spec.ts,typescript,YES,Done,
F-04-06,US-068,ST-US068-BE-04,Write unit and integration tests for API endpoint,BE,tests/backend,tests/backend/services/verified-response.testplan.md,markdown,YES,Done,
F-04-06,US-068,ST-US068-BE-04,Write unit and integration tests for API endpoint,BE,tests/frontend,frontend/tests/backend/services/verified-response.service.spec.ts,typescript,YES,Done,
F-04-06,US-069,ST-US069-FE-01,Implement DownloadPDFButton and PDF generation logic,FE,frontend/components,frontend/components/verification/VerifiedResponsePDFExporter.tsx,typescript,YES,Done,
F-04-07,US-070,ST-US070-FE-01,Implement VerificationStatusPanel component UI,FE,frontend/app,frontend/app/verification/status/page.tsx,typescript,YES,Done,
F-04-07,US-070,ST-US070-FE-01,Implement VerificationStatusPanel component UI,FE,frontend/components,frontend/components/verification/VerificationStatusPanel.tsx,typescript,YES,Done,
F-04-07,US-070,ST-US070-FE-01,Implement VerificationStatusPanel component UI,FE,tests/frontend,frontend/tests/backend/services/verification-status-notifier.spec.ts,typescript,YES,Done,
F-04-07,US-070,ST-US070-FE-01,Implement VerificationStatusPanel component UI,FE,tests/frontend,frontend/tests/frontend/components/verification/VerificationStatusPanel.test.tsx,typescript,YES,Done,
F-04-07,US-071,ST-US071-BE-01,Implement API endpoint for verification status retrieval,BE,backend/controller,backend/controller/verification-status.controller.ts,typescript,YES,Done,
F-04-07,US-071,ST-US071-BE-01,Implement API endpoint for verification status retrieval,BE,backend/dto,backend/dto/verification-status-request.dto.ts,typescript,YES,Done,
F-04-07,US-071,ST-US071-BE-01,Implement API endpoint for verification status retrieval,BE,backend/dto,backend/dto/verification-status-response.dto.ts,typescript,YES,Done,
F-04-07,US-071,ST-US071-BE-01,Implement API endpoint for verification status retrieval,BE,backend/service,backend/service/verification-status.service.ts,typescript,YES,Done,
F-04-07,US-071,ST-US071-BE-01,Implement API endpoint for verification status retrieval,BE,tests/backend,backend/tests/service/verification-status.service.spec.ts,typescript,YES,Done,
F-04-07,US-071,ST-US071-BE-01,Implement API endpoint for verification status retrieval,BE,tests/backend,backend/tests/service/verification-status.testplan.md,markdown,YES,Done,
F-04-07,US-071,ST-US071-BE-02,Validate user authentication and research ownership,BE,backend/entities,backend/entities/research-request.entity.ts,typescript,YES,Done,
F-04-07,US-071,ST-US071-BE-02,Validate user authentication and research ownership,BE,database/migrations,database/migrations/043_create_research_request.sql,sql,YES,Done,
F-04-07,US-071,ST-US071-BE-05,Implement error handling and write unit/integration tests,BE,tests/frontend,frontend/tests/backend/services/verification-status.service.spec.ts,typescript,YES,Done,
F-04-07,US-072,ST-US072-IN-01,Implement status change event detection logic,IN,backend/service,backend/service/verification-status-notifier.ts,typescript,YES,Done,
F-04-07,US-072,ST-US072-IN-03,Integrate with NotificationService (TBD-Future),IN,backend/integration,backend/integration/notification-service.stub.ts,typescript,YES,Done,
F-04-07,US-072,ST-US072-IN-04,Log notification event and handle retries,IN,backend/service,backend/service/notification-log.repository.ts,typescript,YES,Done,
F-04-07,US-072,ST-US072-IN-04,Log notification event and handle retries,IN,tests/backend,backend/tests/service/verification-status-notifier.test.ts,typescript,YES,Done,
F-04-08,US-073,ST-US073-FE-01,Implement VerificationQuotaDisplay component UI,FE,frontend/app,frontend/app/verification/quota/page.tsx,typescript,YES,Done,
F-04-08,US-073,ST-US073-FE-01,Implement VerificationQuotaDisplay component UI,FE,frontend/components,frontend/components/verification/VerificationQuotaDisplay.tsx,typescript,YES,Done,
F-04-08,US-073,ST-US073-FE-01,Implement VerificationQuotaDisplay component UI,FE,tests/frontend,frontend/tests/frontend/components/verification/VerificationQuotaDisplay.test.tsx,typescript,YES,Done,
F-04-08,US-073,ST-US073-QA-01,Manual and Automated QA for VerificationQuotaDisplay,QA,tests/backend,backend/tests/US074/verification-quota.testplan.md,markdown,YES,Done,
F-04-08,US-074,ST-US074-BE-01,Implement API endpoint for verification quota check and decrement,BE,backend/controller,backend/controller/verification-quota.controller.ts,typescript,YES,Done,
F-04-08,US-074,ST-US074-BE-01,Implement API endpoint for verification quota check and decrement,BE,backend/dto,backend/dto/check-and-decrement-quota.dto.ts,typescript,YES,Done,
F-04-08,US-074,ST-US074-BE-02,Integrate with QuotaManagementService.checkQuota [TBD-Future],BE,backend/integration,backend/integration/quota-management.service.stub.ts,typescript,YES,Done,
F-04-08,US-074,ST-US074-BE-02,Integrate with QuotaManagementService.checkQuota [TBD-Future],BE,backend/service,backend/service/verification-quota.service.ts,typescript,YES,Done,
F-04-08,US-074,ST-US074-BE-03,Implement error handling for quota exceeded and service unavailability,BE,backend/exceptions,backend/exceptions/quota-exceeded.exception.ts,typescript,YES,Done,
F-04-08,US-074,ST-US074-BE-03,Implement error handling for quota exceeded and service unavailability,BE,backend/exceptions,backend/exceptions/quota-service-unavailable.exception.ts,typescript,YES,Done,
F-04-08,US-074,ST-US074-BE-05,Write unit and integration tests,BE,tests/backend,backend/tests/controller/verification-quota.controller.spec.ts,typescript,YES,Done,
F-04-08,US-074,ST-US074-BE-05,Write unit and integration tests,BE,tests/backend,backend/tests/service/verification-quota.service.spec.ts,typescript,YES,Done,
F-04-08,US-074,ST-US074-BE-05,Write unit and integration tests,BE,tests/frontend,frontend/tests/backend/services/verification-quota.service.spec.ts,typescript,YES,Done,
F-04-09,US-075,ST-US075-FE-01,Implement VerificationQuotaExceededPrompt UI/modal,FE,frontend/app,frontend/app/verification/packages/purchase/page.tsx,typescript,YES,Done,
F-04-09,US-075,ST-US075-FE-01,Implement VerificationQuotaExceededPrompt UI/modal,FE,frontend/components,frontend/components/verification/VerificationQuotaExceededPrompt.tsx,typescript,YES,Done,
F-04-09,US-075,ST-US075-FE-01,Implement VerificationQuotaExceededPrompt UI/modal,FE,tests/frontend,frontend/tests/frontend/components/verification/VerificationQuotaExceededPrompt.test.tsx,typescript,YES,Done,
F-04-09,US-076,ST-US076-FE-01,Design package selection UI per SCR-08,FE,frontend/app,frontend/app/verification/packages/page.tsx,typescript,YES,Done,
F-04-09,US-076,ST-US076-FE-01,Design package selection UI per SCR-08,FE,frontend/components,frontend/components/packages/VerificationPackageSelectionComponent.tsx,typescript,YES,Done,
F-04-09,US-076,ST-US076-FE-01,Design package selection UI per SCR-08,FE,tests/frontend,frontend/tests/frontend/components/packages/VerificationPackageSelectionComponent.test.tsx,typescript,YES,Done,
F-04-09,US-077,ST-US077-BE-01,Implement GET /api/verification-packages endpoint,BE,backend/controller,backend/controller/verification-package.controller.ts,typescript,YES,Done,
F-04-09,US-077,ST-US077-BE-01,Implement GET /api/verification-packages endpoint,BE,backend/dto,backend/dto/verification-package-response.dto.ts,typescript,YES,Done,
F-04-09,US-077,ST-US077-BE-01,Implement GET /api/verification-packages endpoint,BE,backend/entities,backend/entities/verification-package.entity.ts,typescript,YES,Done,
F-04-09,US-077,ST-US077-BE-01,Implement GET /api/verification-packages endpoint,BE,database/migrations,database/migrations/044_create_verification_package.sql,sql,YES,Done,
F-04-09,US-077,ST-US077-BE-01,Implement GET /api/verification-packages endpoint,BE,frontend/features,frontend/features/packages/packagesapi.ts,typescript,YES,Done,
F-04-09,US-077,ST-US077-BE-02,Implement POST /api/verification-packages/purchase endpoint,BE,backend/dto,backend/dto/purchase-verification-package-request.dto.ts,typescript,YES,Done,
F-04-09,US-077,ST-US077-BE-02,Implement POST /api/verification-packages/purchase endpoint,BE,backend/dto,backend/dto/purchase-verification-package-response.dto.ts,typescript,YES,Done,
F-04-09,US-077,ST-US077-BE-02,Implement POST /api/verification-packages/purchase endpoint,BE,backend/service,backend/service/verification-package.service.ts,typescript,YES,Done,
F-04-09,US-077,ST-US077-BE-03,Implement package validation logic,BE,backend/service,backend/service/verification-package-validation.service.ts,typescript,YES,Done,
F-04-09,US-077,ST-US077-BE-07,Unit and integration tests for all flows,BE,tests/frontend,frontend/tests/backend/services/verification-package.service.spec.ts,typescript,YES,Done,
F-04-09,US-078,ST-US078-IN-01,Define PaymentServiceClient interface,IN,backend/integration,backend/integration/payment-service.client.stub.ts,typescript,YES,Done,
F-04-09,US-078,ST-US078-IN-01,Define PaymentServiceClient interface,IN,backend/integration,backend/integration/payment-service.client.ts,typescript,YES,Done,
F-04-09,US-078,ST-US078-IN-02,"Implement purchasePackage(userId, packageId) method [TBD-Future]",IN,backend/integration,backend/integration/payment-service.client.impl.ts,typescript,YES,Done,
F-04-09,US-078,ST-US078-IN-04,Write integration tests with mocked PaymentService responses,IN,tests/backend,backend/tests/integration/payment-service.client.test.ts,typescript,YES,Done,
F-04-09,US-078,ST-US078-IN-04,Write integration tests with mocked PaymentService responses,IN,tests/frontend,frontend/tests/backend/services/payment-service.client.stub.spec.ts,typescript,YES,Done,
F-04-09,US-078,ST-US078-QA-01,Integration QA: PaymentServiceClient contract and error handling,QA,tests/backend,backend/tests/integration/payment-service.client.qa.test.ts,typescript,YES,Done,
